Label,Raw_tweet,Cleaned_Traditional,Cleaned_GPT,Cleaned_GPT+Traditional,Translated_Traditional,Translated_GPT,Translated_GPT+Traditional
love,SATU LAGI KALIAN DUA AKUN BASE YANG PALING AKU SAYANG. YANG PALING BISA MENGINGATKAN SATU SAMA LAIN. DAN MAKASIH BANYAK BUAT ADMIN2NYAAA ILY ILY ILY I PURPLE YOU! [USERNAME] [USERNAME] [USERNAME],satu sedang kalian dua akun base yang paling saya sayang yang paling bisa mengingatkan satu sama lain dan makasih banyak buat admin ny saya cinta kamu saya cinta kamu saya cinta kamu i purple kamu,SATU LAGI KALIAN DUA AKUN BASE YANG PALING AKU SAYANG. YANG PALING BISA MENGINGATKAN SATU SAMA LAIN. DAN MAKASIH BANYAK BUAT ADMIN-ADMINNYA I LOVE YOU I LOVE YOU I LOVE YOU I PURPLE YOU!,satu sedang kalian dua akun base yang paling saya sayang yang paling bisa mengingatkan satu sama lain dan makasih banyak buat admin adminnya i cinta kamu i cinta kamu i cinta kamu i purple kamu,one while you two are the base accounts that I love the most who can remind each other the most and thank you very much for the admin I love you I love you I love you I purple you,"ONE MORE TIME, YOU ARE THE TWO BASE ACCOUNTS THAT I LOVE THE MOST. THE ONE THAT CAN REMIND EACH OTHER THE MOST. AND THANK YOU SO MUCH FOR THE ADMINS I LOVE YOU I LOVE YOU I LOVE YOU I PURPLE YOU!",one while you two base accounts that I love the most who can remind each other the most and thank you very much for the admin admin i love you i love you i love you i purple you
fear,[USERNAME] libur tapi ini tugas dikumpulin senin aq takut kalo tida selesai p.s sekali lagi ngirim foto yoongi yang macem gituan AQ BLOCK p.s.s SAME ENERGY WITH THIS PICT DJKDDJDLDL [URL],libur tetapi ini tugas dikumpulin senin saya takut kalau tidak selesai p si sekali sedang mengirim foto yoongi yang macam begitu saya block p si si sama energy dengan this pict djkddjdldl,"Libur, tapi ini tugas dikumpulin Senin, aku takut kalau nggak selesai. Sekali lagi ngirim foto Yoongi yang macem gituan, AKU BLOKIR. P.S.S. SAME ENERGY WITH THIS PICTURE.",libur tetapi ini tugas dikumpulin senin saya takut kalau tidak selesai sekali sedang mengirim foto yoongi yang macam begituan saya blokir p si si sama energy dengan this foto,holiday but this assignment is due on Monday I'm afraid if it's not finished p si once sent a photo of Yoongi like that I blocked p si si and energy with this pict djkddjdldl,"Holiday, but this assignment is due on Monday, I'm afraid it won't be finished. If you send Yoongi's photos like that again, I'LL BLOCK YOU. P.S.S. SAME ENERGY WITH THIS PICTURE.",holiday but this assignment is due on Monday I'm afraid if it's not finished once I'm sending photos of Yoongi like that I'll block p si si and energy with this photo
anger,"[USERNAME] [USERNAME] bisa juga dengan sepatah awalan di depan kalimat: ""makanya.........."" ""Kan udah gue bilang......."" ""Ngotot sih dikasih tau......"" ""Pala batu sih....."" Et cetera~",bisa juga dengan sepatah awalan di depan kalimat makanya kan sudah saya bilang keras kepala sih dikasih tahu kepala batu sih et cetera,"[USERNAME] [USERNAME] bisa juga dengan sepatah awalan di depan kalimat: ""makanya.........."" ""Kan udah gue bilang......."" ""Ngotot sih dikasih tau......"" ""Pala batu sih....."" Et cetera ~",bisa juga dengan sepatah awalan di depan kalimat makanya kan sudah saya bilang keras kepala sih dikasih tahu kepala batu sih et cetera,"It can also be done with a prefix in front of the sentence, that's why I said stubborn, but if you tell me you're stubborn, that's it","[USERNAME] [USERNAME] can also be used with a prefix at the front of the sentence: ""That's why.........."" .."" ""Stone nut anyway....."" Et cetera ~","It can also be done with a prefix in front of the sentence, that's why I said stubborn, but if you tell me you're stubborn, that's it"
sadness,"*Ngbrol masalah gaji* Atasan aing : waktu itu gmna sih ndre detail gajimu? Yg di jelasin pak **** Aing: gatau pak, saya nanyain gaji aja malah di marahin Atasan aing:....... Aing:......... SAVAGE *langsung ada backsound mobile legend",ngbrol masalah gaji atasan saya waktu itu bagaimana sih ndre detail gajimu yang di jelasin pak saya tidak tahu pak saya menanyakan gaji saja bahkan di marahin atasan saya saya savage langsung ada backsound mobile legend,"""Ngebrol masalah gaji. Atasan saya: waktu itu gimana sih ndre detail gajimu? Yang dijelasin pak ****. Saya: gatau pak, saya nanyain gaji aja malah dimarahin. Atasan saya:....... Saya:....... SAVAGE *langsung ada backsound Mobile Legend.""",ngebrol masalah gaji atasan saya waktu itu bagaimana sih ndre detail gajimu yang dijelasin pak saya tidak tahu pak saya menanyakan gaji saja bahkan dimarahi atasan saya saya savage langsung ada backsound mobile legend,"chatting about my boss's salary at that time, how was it, sir, the details of your salary that you explained, I don't know, sir, I only asked about the salary, even though my boss got angry, I went savage and there was a Mobile Legend soundtrack","""Chatting about salary. My boss: at that time, how was your salary in detail? Mr. **** explained it. Me: I don't know, sir, I asked about my salary but he got angry. My boss:....... Me:....... SAVAGE *Mobile Legend soundtrack immediately appears.""","chatting about my boss's salary at that time, how was it, sir, what was the detail of your salary that you explained, sir, I don't know, sir, I only asked about the salary, even my boss scolded me, I went savage, there was a Mobile Legend backsound"
sadness,"Gue pun juga ngatain sesama perempuan, memutus rantai akan julit emang susah owislah~~ ibarate sego uwis dadi bubur~ flying money money",saya pun juga mengutuk sesama perempuan memutus rantai akan iri memang susah owislah ibarat nya sego uwis dadi bubur flying money money,"Aku pun juga mengatakan sesama perempuan, memutus rantai akan julit memang susah. ibarat sego sudah jadi bubur. flying money money",saya pun juga mengatakan sesama perempuan memutus rantai akan iri memang susah ibarat sego sudah jadi bubur flying money money,"I also curse fellow women, breaking the chain of envy is indeed difficult, it's like rice porridge becomes flying money money","I also said to fellow women, breaking the chain of being squished is indeed difficult. It's like rice that has become porridge. flying money money","I also said that breaking the chain of envy among women is indeed difficult, like rice that has become porridge, flying money money"
anger,"Kasus via Vallen, itu juga sering terjadi kok, dari yang gue kenal orang nya sampai gk gue kenal orang nya, sering bertebaran gambar t*t*t di DM gue , messenger, WA lah yg gue lakukan block, block or report akun nya, kelar",kasus via vallen itu juga sering terjadi kok dari yang saya kenal orang nya sampai tidak saya kenal orang nya sering bertebaran gambar t t t di pesan langsung saya messenger saya lah yang saya lakukan block block atau laporan akun nya selesai,"Kasus Via Vallen, itu juga sering terjadi kok, dari yang gua kenal orangnya sampai enggak gua kenal orangnya, sering bertebaran gambar t*t*t di Direct Message gua, messenger, WhatsApp lah yang gua lakukan block, block or report akunnya, kelar",kasus via vallen itu juga sering terjadi kok dari yang saya kenal orangnya sampai tidak saya kenal orangnya sering bertebaran gambar t t t di direct message saya messenger whatsapp lah yang saya lakukan block block atau laporan akunnya selesai,"The case of Via Vallen also often happens, from people I know to people I don't know, there are often pictures of t t t scattered in my direct messages on Messenger, I'm the one who blocks or reports the account, it's finished","Via Vallen's case, it also happens often, from people I know to people I don't know, there are often pictures of t*t*t scattered in my Direct Message, messenger, WhatsApp, I block, block or report the account, finished","The case of Via Vallen also often happens, from people I know to people I don't know, there are often pictures of t t t scattered in my direct message on WhatsApp Messenger, what I do is block or report the account, it's finished"
fear,aku takut dngn smua bnda.. ap y bkl trjadi ap y tgh tjadi kat sekeliling aku.. aku takut dngn diri sndiri.. hate this feeling.. just wanna die rn.. fml,saya takut dengan semua benda apa ya bakal terjadi apa ya tengah tjadi kat sekeliling aku saya takut dengan diri sendiri benci this feeling hanya ingin mati rn fml,aku takut dengan semua benda.. apa yang bakal terjadi apa yang tengah berlaku di sekeliling aku.. aku takut dengan diri sendiri.. hate this feeling.. just wanna die right now.. family,saya takut dengan semua benda apa yang bakal terjadi apa yang tengah berlaku di sekeliling aku saya takut dengan diri sendiri benci this feeling hanya ingin mati right now keluarga,"I'm afraid of everything, what will happen, what is happening around me, I'm afraid of myself, hate this feeling, I just want to die rn fml","I'm afraid of everything.. what will happen, what is happening around me.. I'm afraid of myself.. hate this feeling.. just want to die right now.. family","I'm afraid of everything, what will happen, what is happening around me, I'm afraid of myself, hate this feeling, I just want to die, right now, family"
anger,"[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dsb Mereka ga mikir, kalo mau speak up itu butuh keberanian, karna sebenernya pelecehan itu aib tp kalo ga speak up itu orang jg ga bakal jera, ga ngerasa mal",dan lebihnya berbicara up itu di katain berlebihan cari sensasi dan sebagainya mereka tidak pikir kalau ingin berbicara up itu butuh keberanian karena sebenarnya pelecehan itu aib tetapi kalau tidak berbicara up itu orang juga tidak bakal jera tidak merasa mal,"[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dan lain sebagainya. Mereka tidak mikir, kalau mau speak up itu butuh keberanian, karena sebenarnya pelecehan itu aib tapi kalau tidak speak up itu orang juga tidak bakal jera, tidak merasa mal",dan lebihnya berbicara up itu di katain berlebihan cari sensasi dan lain sebagainya mereka tidak pikir kalau ingin berbicara up itu butuh keberanian karena sebenarnya pelecehan itu aib tetapi kalau tidak berbicara up itu orang juga tidak bakal jera tidak merasa mal,"and moreover speaking up is said to be excessive, seeking sensation and so on, they don't think that if they want to speak up, it takes courage because actually harassment is a disgrace, but if they don't speak up, people won't be deterred and won't feel embarrassed.","[USERNAME] [USERNAME] [USERNAME] And moreover speaking up is said to be over the top, seeking sensation and so on. They don't think, if you want to speak up it takes courage, because actually harassment is a disgrace but if you don't speak up people won't be deterred, they won't feel embarrassed.","and moreover speaking up is said to be excessive, seeking sensation and so on, they don't think that if they want to speak up, it takes courage because actually harassment is a disgrace, but if they don't speak up, people won't be deterred and won't feel embarrassed."
love,"[USERNAME] HYUNMIN DOOONG!! MEREKA ITU RACUN BANGET KE GUEEE! KAPAL YANG PALING TULUS, KAPAL YANG PALING ROMANTIS BAGI GUE, MOMENT KECIL YANG MEREKA BUAT AJA UDAH BIKIN GONJANG-GANJING BODO AMAT DISINDIR SINDIR KAPAL LAIN WQWQWQ~ GUE SAYANG KAPAL INI T",hyunmin dng mereka itu racun sekali ke gu kapal yang paling tulus kapal yang paling romantis bagi saya momen kecil yang mereka buat saja sudah buat gonjang ganjing bodo sangat disindir sindir kapal lain wqwqwq saya sayang kapal ini t,"HYUNMIN DONG!! MEREKA ITU RACUN BANGET KE GUE! KAPAL YANG PALING TULUS, KAPAL YANG PALING ROMANTIS BAGI GUE, MOMENT KECIL YANG MEREKA BUAT AJA UDAH BIKIN GONJANG-GANJING BODO AMAT DISINDIR-SINDIR KAPAL LAIN WQWQWQ~ GUE SAYANG KAPAL INI T",hyunmin dong mereka itu racun sekali ke saya kapal yang paling tulus kapal yang paling romantis bagi saya momen kecil yang mereka buat saja sudah buat gonjang ganjing bodo sangat disindir sindir kapal lain wqwqwq saya sayang kapal ini t,hyunmin and ng they are very poisonous to me the most sincere ship the most romantic ship for me the little moments they create are already making me excited no matter how much they criticize other ships wqwqwq I love this ship t,"HYUNMIN DONG!! THEY ARE REALLY POISON TO ME! THE MOST SINCERE SHIP, THE MOST ROMANTIC SHIP FOR ME, JUST THE SMALL MOMENTS THEY CREATE ALREADY MAKES YOU STUPID SHIT, IT'S SO MUCH INDICATED TO OTHER SHIPS WQWQWQ~ I LOVE THIS SHIP T",Hyunmin dong they are so poisonous to me the most sincere ship the most romantic ship for me the little moments they create are already making me excited no matter how much they criticize other ships wqwqwq I love this ship t
sadness,pusing qlo gini pilih yang mana qlo gini (at pt airmas asri),pusing qlo begini pilih yang mana qlo begini at perseroan terbatas air mas asri,"Pusing sekali begini, pilih yang mana begini. (di PT Airmas Asri)",pusing sekali begini pilih yang mana begini di perseroan terbatas air mas asri,"I'm dizzy if it's like this, which one do I choose if it's like this at air mas asri limited liability company","It's so confusing, which one to choose like this. (at PT Airmas Asri)",It's so confusing to choose which one like this at Air Mas Asri Limited Liability Company
happy,"Kalian kerja qeras bagay quda banget yaa buat kambek kali ini T.T Baiklah, besok2 streaming melon ama mv nya lebih semangaaatttzzzsss yaaaaa [USERNAME] :""""""""""""""""))))))",kalian kerja qeras bagay kuda sekali ya buat kembali kali ini t t baik lah besok streaming melon sama mv nya lebih semang yaa,"Kalian kerja keras banget ya buat comeback kali ini. Baiklah, besok streaming Melon ama MV-nya lebih semangat ya! [USERNAME] :""))))))",kalian kerja keras sekali iya buat eback kali ini baik lah besok streaming melon sama mv nya lebih semangat iya,You guys work really hard like horses to come back this time t t okay tomorrow streaming melon and the MV will be more enthusiastic okay aa,"You guys worked really hard for this comeback. Alright, tomorrow's Melon streaming and MV will be more exciting! [USERNAME] :""))))))","You guys worked really hard for this eback, okay, tomorrow I'll stream melon and the MV with more enthusiasm, okay?"
